id,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10
30998,6.892,10.356,1.07,0.305,0.42,-0.128,172.074,11244.326,171.237,0
30999,6.861,10.374,1.068,0.309,0.42,-0.132,168.664,11211.002,170.446,0
31000,6.861,10.374,1.068,0.309,0.42,-0.132,168.664,11211.002,170.446,0
31001,6.861,10.374,1.068,0.309,0.42,-0.132,168.664,11211.002,170.446,0
31002,6.838,10.388,1.069,0.308,0.42,-0.092,171.735,11183.25,170.53,0
31003,6.838,10.388,1.069,0.308,0.42,-0.092,171.735,11183.25,170.53,0
31004,6.838,10.388,1.069,0.308,0.42,-0.092,171.735,11183.25,170.53,0
31005,6.832,10.401,1.07,0.311,0.418,-0.073,172.181,11159.734,170.599,0
31006,6.832,10.401,1.07,0.311,0.418,-0.073,172.181,11159.734,170.599,0
31007,6.832,10.401,1.07,0.311,0.418,-0.073,172.181,11159.734,170.599,0
31008,6.855,10.389,1.082,0.308,0.418,-0.069,168.729,11142.767,170.988,0
31009,6.855,10.389,1.082,0.308,0.418,-0.069,168.729,11142.767,170.988,0
31010,6.855,10.389,1.082,0.308,0.418,-0.069,168.729,11142.767,170.988,0
31011,6.914,10.37,1.097,0.308,0.41,-0.131,171.389,11105.575,170.484,0
31012,6.914,10.37,1.097,0.308,0.41,-0.131,171.389,11105.575,170.484,1
31013,6.914,10.37,1.097,0.308,0.41,-0.131,171.389,11105.575,170.484,1
31014,6.966,10.35,1.109,0.297,0.41,-0.127,172.376,11056.36,170.868,1
31015,6.966,10.35,1.109,0.297,0.41,-0.127,172.376,11056.36,170.868,1
31016,6.966,10.35,1.109,0.297,0.41,-0.127,172.376,11056.36,170.868,1
31017,6.992,10.344,1.111,0.299,0.41,-0.105,170.67,10997.769,171.131,1
31018,6.992,10.344,1.111,0.299,0.41,-0.105,170.67,10997.769,171.131,1
31019,6.992,10.344,1.111,0.299,0.41,-0.105,170.67,10997.769,171.131,1
31020,6.991,10.346,1.108,0.298,0.405,-0.104,168.852,10955.62,171.15,1
31021,6.991,10.346,1.108,0.298,0.405,-0.104,168.852,10955.62,171.15,0
31022,6.991,10.346,1.108,0.298,0.405,-0.104,168.852,10955.62,171.15,0
31023,6.978,10.358,1.101,0.299,0.402,-0.114,171.375,10852.278,170.024,0
31024,6.978,10.358,1.101,0.299,0.402,-0.114,171.375,10852.278,170.024,0
31025,6.978,10.358,1.101,0.299,0.402,-0.114,171.375,10852.278,170.024,0
31026,6.948,10.379,1.091,0.301,0.405,-0.113,173.931,10791.746,167.028,0
31027,6.948,10.379,1.091,0.301,0.405,-0.113,173.931,10791.746,167.028,0
31028,6.948,10.379,1.091,0.301,0.405,-0.113,173.931,10791.746,167.028,0
31029,6.924,10.396,1.083,0.302,0.412,-0.116,173.151,10692.128,158.615,0
31030,6.924,10.396,1.083,0.302,0.412,-0.116,173.151,10692.128,158.615,0
31031,6.924,10.396,1.083,0.302,0.412,-0.116,173.151,10692.128,158.615,0
31032,6.893,10.4,1.075,0.302,0.405,-0.067,169.733,10645.269,156.708,0
31033,6.893,10.4,1.075,0.302,0.405,-0.067,169.733,10645.269,156.708,0
31034,6.893,10.4,1.075,0.302,0.405,-0.067,169.733,10645.269,156.708,0
31035,6.888,10.403,1.07,0.302,0.41,-0.083,171.881,10577.772,154.479,0
31036,6.888,10.403,1.07,0.302,0.41,-0.083,171.881,10577.772,154.479,0
31037,6.888,10.403,1.07,0.302,0.41,-0.083,171.881,10577.772,154.479,1
31038,6.9,10.389,1.075,0.304,0.41,-0.082,175.387,10527.869,151.598,1
31039,6.9,10.389,1.075,0.304,0.41,-0.082,175.387,10527.869,151.598,1
31040,6.9,10.389,1.075,0.304,0.41,-0.082,175.387,10527.869,151.598,1
31041,6.926,10.369,1.082,0.301,0.408,-0.111,172.927,10436.347,149.636,1
31042,6.926,10.369,1.082,0.301,0.408,-0.111,172.927,10436.347,149.636,1
31043,6.926,10.369,1.082,0.301,0.408,-0.111,172.927,10436.347,149.636,1
31044,6.941,10.359,1.082,0.298,0.402,-0.122,175.764,10451,148.681,1
31045,6.941,10.359,1.082,0.298,0.402,-0.122,175.764,10451,148.681,1
31046,6.941,10.359,1.082,0.298,0.402,-0.122,175.764,10451,148.681,0
31047,6.935,10.355,1.081,0.302,0.405,-0.124,112.82,10519.881,150.55,0
31048,6.935,10.355,1.081,0.302,0.405,-0.124,112.82,10519.881,150.55,0
31049,6.935,10.355,1.081,0.302,0.405,-0.124,112.82,10519.881,150.55,0
31050,6.901,10.371,1.077,0.297,0.41,-0.092,99.955,10446.409,156.857,0
31051,6.901,10.371,1.077,0.297,0.41,-0.092,99.955,10446.409,156.857,0
31052,6.901,10.371,1.077,0.297,0.41,-0.092,99.955,10446.409,156.857,0
31053,6.842,10.39,1.065,0.298,0.41,-0.138,19.414,10469.45,157.443,0
31054,6.842,10.39,1.065,0.298,0.41,-0.138,19.414,10469.45,157.443,0
31055,6.842,10.39,1.065,0.298,0.41,-0.138,19.414,10469.45,157.443,0
31056,6.771,10.421,1.054,0.306,0.41,-0.105,142.481,10514.913,157.959,0
31057,6.771,10.421,1.054,0.306,0.41,-0.105,142.481,10514.913,157.959,0
31058,6.771,10.421,1.054,0.306,0.41,-0.105,142.481,10514.913,157.959,0
31059,6.711,10.452,1.04,0.304,0.41,-0.066,161.206,10592.831,158.352,0
31060,6.711,10.452,1.04,0.304,0.41,-0.066,161.206,10592.831,158.352,0
31061,6.711,10.452,1.04,0.304,0.41,-0.066,161.206,10592.831,158.352,0
31062,6.668,10.471,1.034,0.312,0.41,-0.058,189.388,10572.044,158.467,0
31063,6.668,10.471,1.034,0.312,0.41,-0.058,189.388,10572.044,158.467,0
31064,6.668,10.471,1.034,0.312,0.41,-0.058,189.388,10572.044,158.467,0
31065,6.652,10.468,1.03,0.315,0.408,-0.079,184.741,10572.028,158.175,0
31066,6.652,10.468,1.03,0.315,0.408,-0.079,184.741,10572.028,158.175,0
31067,6.652,10.468,1.03,0.315,0.408,-0.079,184.741,10572.028,158.175,0
31068,6.661,10.466,1.03,0.318,0.402,-0.087,177.731,10599.563,156.992,0
31069,6.661,10.466,1.03,0.318,0.402,-0.087,177.731,10599.563,156.992,0
31070,6.661,10.466,1.03,0.318,0.402,-0.087,177.731,10599.563,156.992,0
31071,6.661,10.453,1.033,0.298,0.405,-0.098,179.507,10673.342,156.735,0
31072,6.661,10.453,1.033,0.298,0.405,-0.098,179.507,10673.342,156.735,0
31073,6.661,10.453,1.033,0.298,0.405,-0.098,179.507,10673.342,156.735,0
31074,6.624,10.456,1.032,0.26,0.402,-0.111,181.804,10666.816,156.094,0
31075,6.624,10.456,1.032,0.26,0.402,-0.111,181.804,10666.816,156.094,0
31076,6.624,10.456,1.032,0.26,0.402,-0.111,181.804,10666.816,156.094,0
31077,6.651,10.351,1.035,0.28,0.41,-0.106,175.378,10581.342,155.243,1
31078,6.651,10.351,1.035,0.28,0.41,-0.106,175.378,10581.342,155.243,1
31079,6.651,10.351,1.035,0.28,0.41,-0.106,175.378,10581.342,155.243,1
31080,6.677,10.358,1.04,0.325,0.405,-0.111,178.518,10577.184,154.946,1
31081,6.677,10.358,1.04,0.325,0.405,-0.111,178.518,10577.184,154.946,1
31082,6.677,10.358,1.04,0.325,0.405,-0.111,178.518,10577.184,154.946,1
31083,6.44,10.245,0.985,0.331,0.405,-0.105,180.985,10494.222,154.674,1
31084,6.44,10.245,0.985,0.331,0.405,-0.105,180.985,10494.222,154.674,1
31085,6.44,10.245,0.985,0.331,0.405,-0.105,180.985,10494.222,154.674,1
31086,5.574,9.102,0.811,0.295,0.408,-0.098,175.594,10422.024,154.352,0
31087,5.574,9.102,0.811,0.295,0.408,-0.098,175.594,10422.024,154.352,0
31088,5.574,9.102,0.811,0.295,0.408,-0.098,175.594,10422.024,154.352,0
31089,4.751,7.852,0.692,0.253,0.41,-0.092,178.438,10379.718,154.206,0
31090,4.751,7.852,0.692,0.253,0.41,-0.092,178.438,10379.718,154.206,0
31091,4.751,7.852,0.692,0.253,0.41,-0.092,178.438,10379.718,154.206,0
31092,3.995,6.68,0.592,0.216,0.41,-0.094,178.324,10413.733,154.309,0
31093,3.995,6.68,0.592,0.216,0.41,-0.094,178.324,10413.733,154.309,0
31094,3.995,6.68,0.592,0.216,0.41,-0.094,178.324,10413.733,154.309,0
31095,3.292,5.604,0.504,0.174,0.41,-0.084,179.776,10427.647,154.597,0
31096,3.292,5.604,0.504,0.174,0.41,-0.084,179.776,10427.647,154.597,0
31097,3.292,5.604,0.504,0.174,0.41,-0.084,179.776,10427.647,154.597,0
31098,2.7,4.715,0.441,0.151,0.41,-0.065,177.061,10440.937,154.387,0
31099,2.7,4.715,0.441,0.151,0.41,-0.065,177.061,10440.937,154.387,0
31100,2.7,4.715,0.441,0.151,0.41,-0.065,177.061,10440.937,154.387,0
31101,2.364,4.151,0.421,0.13,0.41,-0.071,175.618,10393.061,154.688,0
31102,2.364,4.151,0.421,0.13,0.41,-0.071,175.618,10393.061,154.688,0
31103,2.364,4.151,0.421,0.13,0.41,-0.071,175.618,10393.061,154.688,1
31104,2.458,4.065,0.483,0.124,0.41,-0.103,178.983,10358.402,154.895,1
31105,2.458,4.065,0.483,0.124,0.41,-0.103,178.983,10358.402,154.895,1
31106,2.458,4.065,0.483,0.124,0.41,-0.103,178.983,10358.402,154.895,1
31107,3.255,4.853,0.628,0.153,0.41,-0.113,180.761,10370.267,155.537,1
31108,3.255,4.853,0.628,0.153,0.41,-0.113,180.761,10370.267,155.537,1
31109,3.255,4.853,0.628,0.153,0.41,-0.113,180.761,10370.267,155.537,1
31110,4.236,6.123,0.766,0.195,0.41,-0.118,175.586,10391.009,155.531,1
31111,4.236,6.123,0.766,0.195,0.41,-0.118,175.586,10391.009,155.531,1
31112,4.236,6.123,0.766,0.195,0.41,-0.118,175.586,10391.009,155.531,0
31113,4.989,7.278,0.857,0.234,0.41,-0.115,174.21,10418.53,155.842,0
31114,4.989,7.278,0.857,0.234,0.41,-0.115,174.21,10418.53,155.842,0
31115,4.989,7.278,0.857,0.234,0.41,-0.115,174.21,10418.53,155.842,0
31116,5.56,8.165,0.924,0.269,0.41,-0.118,178.005,10394.376,155.96,0
31117,5.56,8.165,0.924,0.269,0.41,-0.118,178.005,10394.376,155.96,0
31118,5.56,8.165,0.924,0.269,0.41,-0.118,178.005,10394.376,155.96,0
31119,5.96,8.846,0.968,0.286,0.41,-0.124,177.95,10321.995,156.303,0
31120,5.96,8.846,0.968,0.286,0.41,-0.124,177.95,10321.995,156.303,0
31121,5.96,8.846,0.968,0.286,0.41,-0.124,177.95,10321.995,156.303,0
31122,6.233,9.333,0.996,0.305,0.415,-0.096,176.597,10278.466,156.089,0
31123,6.233,9.333,0.996,0.305,0.415,-0.096,176.597,10278.466,156.089,0
31124,6.233,9.333,0.996,0.305,0.415,-0.096,176.597,10278.466,156.089,0
31125,6.408,9.668,1.013,0.314,0.41,-0.065,178.965,10275.791,156.385,0
31126,6.408,9.668,1.013,0.314,0.41,-0.065,178.965,10275.791,156.385,0
31127,6.408,9.668,1.013,0.314,0.41,-0.065,178.965,10275.791,156.385,0
31128,6.542,9.88,1.032,0.317,0.412,-0.058,176.833,10258.757,155.597,0
31129,6.542,9.88,1.032,0.317,0.412,-0.058,176.833,10258.757,155.597,0
31130,6.542,9.88,1.032,0.317,0.412,-0.058,176.833,10258.757,155.597,0
31131,6.662,10.02,1.048,0.321,0.415,-0.092,171.402,10207.76,155.149,1
31132,6.662,10.02,1.048,0.321,0.415,-0.092,171.402,10207.76,155.149,1
31133,6.662,10.02,1.048,0.321,0.415,-0.092,171.402,10207.76,155.149,1
31134,6.751,10.088,1.064,0.318,0.415,-0.106,174.278,10230.132,154.806,1
31135,6.751,10.088,1.064,0.318,0.415,-0.106,174.278,10230.132,154.806,1
31136,6.751,10.088,1.064,0.318,0.415,-0.106,174.278,10230.132,154.806,1
31137,6.813,10.142,1.072,0.318,0.41,-0.109,173.677,10252.011,155.584,1
31138,6.813,10.142,1.072,0.318,0.41,-0.109,173.677,10252.011,155.584,1
31139,6.813,10.142,1.072,0.318,0.41,-0.109,173.677,10252.011,155.584,1
31140,6.834,10.171,1.076,0.311,0.412,-0.117,174.406,10324.629,156.284,0
31141,6.834,10.171,1.076,0.311,0.412,-0.117,174.406,10324.629,156.284,0
31142,6.834,10.171,1.076,0.311,0.412,-0.117,174.406,10324.629,156.284,0
31143,6.825,10.201,1.077,0.311,0.42,-0.123,171.622,10420.334,156.401,0
31144,6.825,10.201,1.077,0.311,0.42,-0.123,171.622,10420.334,156.401,0
31145,6.825,10.201,1.077,0.311,0.42,-0.123,171.622,10420.334,156.401,0
31146,6.794,10.227,1.073,0.32,0.42,-0.131,172.041,10451.679,156.122,0
31147,6.794,10.227,1.073,0.32,0.42,-0.131,172.041,10451.679,156.122,0
31148,6.794,10.227,1.073,0.32,0.42,-0.131,172.041,10451.679,156.122,0
31149,6.758,10.258,1.068,0.32,0.42,-0.122,175.567,10532.627,156.171,0
31150,6.758,10.258,1.068,0.32,0.42,-0.122,175.567,10532.627,156.171,0
31151,6.758,10.258,1.068,0.32,0.42,-0.122,175.567,10532.627,156.171,0
31152,6.737,10.279,1.062,0.322,0.42,-0.061,176.844,10550.618,157.066,0
31153,6.737,10.279,1.062,0.322,0.42,-0.061,176.844,10550.618,157.066,0
31154,6.737,10.279,1.062,0.322,0.42,-0.061,176.844,10550.618,157.066,0
31155,6.735,10.291,1.067,0.329,0.42,-0.067,173.314,10553.894,157.635,0
31156,6.735,10.291,1.067,0.329,0.42,-0.067,173.314,10553.894,157.635,0
31157,6.735,10.291,1.067,0.329,0.42,-0.067,173.314,10553.894,157.635,0
31158,6.759,10.286,1.077,0.329,0.42,-0.084,174.831,10496.755,156.523,0
31159,6.759,10.286,1.077,0.329,0.42,-0.084,174.831,10496.755,156.523,1
31160,6.759,10.286,1.077,0.329,0.42,-0.084,174.831,10496.755,156.523,1
31161,6.802,10.274,1.088,0.321,0.42,-0.099,176.196,10495.583,155.956,1
31162,6.802,10.274,1.088,0.321,0.42,-0.099,176.196,10495.583,155.956,1
31163,6.802,10.274,1.088,0.321,0.42,-0.099,176.196,10495.583,155.956,1
31164,6.842,10.257,1.103,0.314,0.42,-0.108,170.835,10400.741,155.796,1
31165,6.842,10.257,1.103,0.314,0.42,-0.108,170.835,10400.741,155.796,1
31166,6.842,10.257,1.103,0.314,0.42,-0.108,170.835,10400.741,155.796,1
31167,6.859,10.252,1.107,0.311,0.42,-0.124,172.326,10352.234,155.909,1
31168,6.859,10.252,1.107,0.311,0.42,-0.124,172.326,10352.234,155.909,0
31169,6.859,10.252,1.107,0.311,0.42,-0.124,172.326,10352.234,155.909,0
31170,6.858,10.249,1.11,0.31,0.42,-0.121,172.502,10276.082,156.304,0
31171,6.858,10.249,1.11,0.31,0.42,-0.121,172.502,10276.082,156.304,0
31172,6.858,10.249,1.11,0.31,0.42,-0.121,172.502,10276.082,156.304,0
31173,6.838,10.258,1.112,0.316,0.42,-0.118,173.416,10200.198,156.104,0
31174,6.838,10.258,1.112,0.316,0.42,-0.118,173.416,10200.198,156.104,0
31175,6.838,10.258,1.112,0.316,0.42,-0.118,173.416,10200.198,156.104,0
31176,6.818,10.263,1.11,0.316,0.42,-0.097,172.376,10177.395,155.768,0
31177,6.818,10.263,1.11,0.316,0.42,-0.097,172.376,10177.395,155.768,0
31178,6.818,10.263,1.11,0.316,0.42,-0.097,172.376,10177.395,155.768,0
31179,6.802,10.269,1.11,0.313,0.42,-0.062,172.471,10164.015,156.311,0
31180,6.802,10.269,1.11,0.313,0.42,-0.062,172.471,10164.015,156.311,0
31181,6.802,10.269,1.11,0.313,0.42,-0.062,172.471,10164.015,156.311,0
31182,6.816,10.258,1.112,0.31,0.42,-0.069,174.657,10148.63,156.809,0
31183,6.816,10.258,1.112,0.31,0.42,-0.069,174.657,10148.63,156.809,0
31184,6.816,10.258,1.112,0.31,0.42,-0.069,174.657,10148.63,156.809,0
31185,6.848,10.235,1.122,0.309,0.42,-0.06,173.16,10151.476,157.349,0
31186,6.848,10.235,1.122,0.309,0.42,-0.06,173.16,10151.476,157.349,0
31187,6.848,10.235,1.122,0.309,0.42,-0.06,173.16,10151.476,157.349,1
31188,6.898,10.196,1.138,0.302,0.42,-0.075,173.008,10260.337,157.286,1
31189,6.898,10.196,1.138,0.302,0.42,-0.075,173.008,10260.337,157.286,1
31190,6.898,10.196,1.138,0.302,0.42,-0.075,173.008,10260.337,157.286,1
31191,6.943,10.168,1.149,0.301,0.42,-0.079,174.816,10307.105,157.315,1
31192,6.943,10.168,1.149,0.301,0.42,-0.079,174.816,10307.105,157.315,1
31193,6.943,10.168,1.149,0.301,0.42,-0.079,174.816,10307.105,157.315,1
31194,6.979,10.136,1.157,0.298,0.42,-0.086,177.322,10351.129,156.955,1
31195,6.979,10.136,1.157,0.298,0.42,-0.086,177.322,10351.129,156.955,1
31196,6.979,10.136,1.157,0.298,0.42,-0.086,177.322,10351.129,156.955,0
31197,6.994,10.125,1.16,0.299,0.42,-0.091,170.794,10379.397,157.412,0
31198,6.994,10.125,1.16,0.299,0.42,-0.091,170.794,10379.397,157.412,0
31199,6.994,10.125,1.16,0.299,0.42,-0.091,170.794,10379.397,157.412,0
31200,6.985,10.118,1.159,0.299,0.42,-0.106,170.858,10338.909,156.928,0
31201,6.985,10.118,1.159,0.299,0.42,-0.106,170.858,10338.909,156.928,0
31202,6.985,10.118,1.159,0.299,0.42,-0.106,170.858,10338.909,156.928,0
31203,6.966,10.118,1.16,0.296,0.42,-0.108,174.247,10298.116,156.752,0
31204,6.966,10.118,1.16,0.296,0.42,-0.108,174.247,10298.116,156.752,0
31205,6.966,10.118,1.16,0.296,0.42,-0.108,174.247,10298.116,156.752,0
31206,6.943,10.122,1.152,0.299,0.42,-0.091,176.355,10284.364,156.342,0
31207,6.943,10.122,1.152,0.299,0.42,-0.091,176.355,10284.364,156.342,0
31208,6.943,10.122,1.152,0.299,0.42,-0.091,176.355,10284.364,156.342,0
31209,6.926,10.129,1.157,0.303,0.42,-0.072,173.072,10230.635,157.342,0
31210,6.926,10.129,1.157,0.303,0.42,-0.072,173.072,10230.635,157.342,0
31211,6.926,10.129,1.157,0.303,0.42,-0.072,173.072,10230.635,157.342,0
31212,6.928,10.128,1.157,0.3,0.42,-0.063,173.934,10152.984,157.378,0
31213,6.928,10.128,1.157,0.3,0.42,-0.063,173.934,10152.984,157.378,0
31214,6.928,10.128,1.157,0.3,0.42,-0.063,173.934,10152.984,157.378,0
31215,6.951,10.119,1.166,0.301,0.42,-0.082,173.872,10121.716,157.511,0
31216,6.951,10.119,1.166,0.301,0.42,-0.082,173.872,10121.716,157.511,0
31217,6.951,10.119,1.166,0.301,0.42,-0.082,173.872,10121.716,157.511,0
31218,6.984,10.105,1.174,0.302,0.42,-0.09,172.154,10056.31,157.79,0
31219,6.984,10.105,1.174,0.302,0.42,-0.09,172.154,10056.31,157.79,0
31220,6.984,10.105,1.174,0.302,0.42,-0.09,172.154,10056.31,157.79,0
31221,7.014,10.09,1.186,0.302,0.42,-0.086,169.305,10013.084,158.329,0
31222,7.014,10.09,1.186,0.302,0.42,-0.086,169.305,10013.084,158.329,0
31223,7.014,10.09,1.186,0.302,0.42,-0.086,169.305,10013.084,158.329,0
31224,7.046,10.081,1.19,0.297,0.42,-0.078,174.103,9998.924,158.596,0
31225,7.046,10.081,1.19,0.297,0.42,-0.078,174.103,9998.924,158.596,0
31226,7.046,10.081,1.19,0.297,0.42,-0.078,174.103,9998.924,158.596,0
31227,7.057,10.072,1.191,0.298,0.42,-0.072,173.278,10087.882,159.334,0
31228,7.057,10.072,1.191,0.298,0.42,-0.072,173.278,10087.882,159.334,0
31229,7.057,10.072,1.191,0.298,0.42,-0.072,173.278,10087.882,159.334,0
31230,7.051,10.071,1.189,0.3,0.415,-0.092,170.81,10188.633,158.674,0
31231,7.051,10.071,1.189,0.3,0.415,-0.092,170.81,10188.633,158.674,0
31232,7.051,10.071,1.189,0.3,0.415,-0.092,170.81,10188.633,158.674,0
31233,7.042,10.067,1.188,0.296,0.415,-0.088,171.257,10269.155,158.691,0
31234,7.042,10.067,1.188,0.296,0.415,-0.088,171.257,10269.155,158.691,0
31235,7.042,10.067,1.188,0.296,0.415,-0.088,171.257,10269.155,158.691,1
31236,7.019,10.07,1.184,0.297,0.41,-0.083,173.176,10320.669,158.501,1
31237,7.019,10.07,1.184,0.297,0.41,-0.083,173.176,10320.669,158.501,1
31238,7.019,10.07,1.184,0.297,0.41,-0.083,173.176,10320.669,158.501,1
31239,6.998,10.068,1.177,0.298,0.408,-0.093,175.715,10330.685,157.494,1
31240,6.998,10.068,1.177,0.298,0.408,-0.093,175.715,10330.685,157.494,1
31241,6.998,10.068,1.177,0.298,0.408,-0.093,175.715,10330.685,157.494,1
31242,6.976,10.072,1.173,0.299,0.4,-0.093,169.154,10348.851,157.163,1
31243,6.976,10.072,1.173,0.299,0.4,-0.093,169.154,10348.851,157.163,1
31244,6.976,10.072,1.173,0.299,0.4,-0.093,169.154,10348.851,157.163,0
31245,6.952,10.078,1.168,0.297,0.4,-0.096,170.21,10316.548,156.989,0
31246,6.952,10.078,1.168,0.297,0.4,-0.096,170.21,10316.548,156.989,0
31247,6.952,10.078,1.168,0.297,0.4,-0.096,170.21,10316.548,156.989,0
31248,6.932,10.083,1.159,0.296,0.4,-0.093,173.674,10322.293,156.873,0
31249,6.932,10.083,1.159,0.296,0.4,-0.093,173.674,10322.293,156.873,0
31250,6.932,10.083,1.159,0.296,0.4,-0.093,173.674,10322.293,156.873,0
31251,6.913,10.084,1.149,0.302,0.4,-0.092,170.26,10396.077,156.997,0
31252,6.913,10.084,1.149,0.302,0.4,-0.092,170.26,10396.077,156.997,0
31253,6.913,10.084,1.149,0.302,0.4,-0.092,170.26,10396.077,156.997,0
31254,6.897,10.092,1.143,0.301,0.4,-0.066,170.578,10457.847,156.685,0
31255,6.897,10.092,1.143,0.301,0.4,-0.066,170.578,10457.847,156.685,0
31256,6.897,10.092,1.143,0.301,0.4,-0.066,170.578,10457.847,156.685,0
31257,6.882,10.097,1.131,0.31,0.4,-0.071,172.23,10416.645,156.749,0
31258,6.882,10.097,1.131,0.31,0.4,-0.071,172.23,10416.645,156.749,0
31259,6.882,10.097,1.131,0.31,0.4,-0.071,172.23,10416.645,156.749,0
31260,6.883,10.1,1.126,0.304,0.4,-0.046,172.623,10414.052,157.265,0
31261,6.883,10.1,1.126,0.304,0.4,-0.046,172.623,10414.052,157.265,0
31262,6.883,10.1,1.126,0.304,0.4,-0.046,172.623,10414.052,157.265,0
31263,6.894,10.098,1.121,0.305,0.4,-0.053,169.305,10408.519,157.015,0
31264,6.894,10.098,1.121,0.305,0.4,-0.053,169.305,10408.519,157.015,0
31265,6.894,10.098,1.121,0.305,0.4,-0.053,169.305,10408.519,157.015,0
31266,6.922,10.093,1.12,0.301,0.4,-0.06,172.259,10360.8,156.619,0
31267,6.922,10.093,1.12,0.301,0.4,-0.06,172.259,10360.8,156.619,0
31268,6.922,10.093,1.12,0.301,0.4,-0.06,172.259,10360.8,156.619,0
31269,6.952,10.088,1.118,0.301,0.4,-0.07,171.421,10311.193,156.021,1
31270,6.952,10.088,1.118,0.301,0.4,-0.07,171.421,10311.193,156.021,1
31271,6.952,10.088,1.118,0.301,0.4,-0.07,171.421,10311.193,156.021,1
31272,6.97,10.088,1.114,0.301,0.398,-0.074,171.949,10293.157,155.007,1
31273,6.97,10.088,1.114,0.301,0.398,-0.074,171.949,10293.157,155.007,1
31274,6.97,10.088,1.114,0.301,0.398,-0.074,171.949,10293.157,155.007,1
31275,6.986,10.1,1.106,0.305,0.4,-0.078,171.294,10258.194,155.931,1
31276,6.986,10.1,1.106,0.305,0.4,-0.078,171.294,10258.194,155.931,1
31277,6.986,10.1,1.106,0.305,0.4,-0.078,171.294,10258.194,155.931,1
31278,6.988,10.108,1.099,0.297,0.398,-0.079,170.635,10198.243,156.715,0
31279,6.988,10.108,1.099,0.297,0.398,-0.079,170.635,10198.243,156.715,0
31280,6.988,10.108,1.099,0.297,0.398,-0.079,170.635,10198.243,156.715,0
31281,6.983,10.13,1.092,0.305,0.4,-0.082,172.396,10152.504,157.093,0
31282,6.983,10.13,1.092,0.305,0.4,-0.082,172.396,10152.504,157.093,0
31283,6.983,10.13,1.092,0.305,0.4,-0.082,172.396,10152.504,157.093,0
31284,6.977,10.143,1.086,0.303,0.4,-0.082,170.377,10155.425,157.358,0
31285,6.977,10.143,1.086,0.303,0.4,-0.082,170.377,10155.425,157.358,0
31286,6.977,10.143,1.086,0.303,0.4,-0.082,170.377,10155.425,157.358,0
31287,6.979,10.158,1.079,0.302,0.4,-0.072,170.634,10188.303,158.116,0
31288,6.979,10.158,1.079,0.302,0.4,-0.072,170.634,10188.303,158.116,0
31289,6.979,10.158,1.079,0.302,0.4,-0.072,170.634,10188.303,158.116,0
31290,6.981,10.168,1.076,0.301,0.4,-0.063,172.308,10191.946,158.839,0
31291,6.981,10.168,1.076,0.301,0.4,-0.063,172.308,10191.946,158.839,0
31292,6.981,10.168,1.076,0.301,0.4,-0.063,172.308,10191.946,158.839,0
31293,6.993,10.172,1.073,0.302,0.4,-0.08,175.641,10234.066,159.597,0
31294,6.993,10.172,1.073,0.302,0.4,-0.08,175.641,10234.066,159.597,0
31295,6.993,10.172,1.073,0.302,0.4,-0.08,175.641,10234.066,159.597,0
31296,7.017,10.168,1.075,0.3,0.4,-0.057,169.826,10280.589,158.455,0
31297,7.017,10.168,1.075,0.3,0.4,-0.057,169.826,10280.589,158.455,1
31298,7.017,10.168,1.075,0.3,0.4,-0.057,169.826,10280.589,158.455,1
31299,7.047,10.158,1.08,0.301,0.4,-0.073,172.558,10369.016,157.974,1
31300,7.047,10.158,1.08,0.301,0.4,-0.073,172.558,10369.016,157.974,1
31301,7.047,10.158,1.08,0.301,0.4,-0.073,172.558,10369.016,157.974,1
31302,7.078,10.143,1.083,0.298,0.4,-0.079,173.128,10396.11,157.32,1
31303,7.078,10.143,1.083,0.298,0.4,-0.079,173.128,10396.11,157.32,1
31304,7.078,10.143,1.083,0.298,0.4,-0.079,173.128,10396.11,157.32,1
31305,7.102,10.144,1.086,0.297,0.4,-0.072,174.046,10460.938,157.435,1
