id,a01,a02,a03,a04,a05,a06,a07,a08,a09,a10
34657,2.572,4.271,0.314,0.108,0.338,-0.082,172.102,11554.325,174.355,1
34658,2.572,4.271,0.314,0.108,0.338,-0.082,172.102,11554.325,174.355,1
34659,2.296,3.793,0.318,0.097,0.33,-0.083,173.436,11576.641,174.248,1
34660,2.296,3.793,0.318,0.097,0.33,-0.083,173.436,11576.641,174.248,1
34661,2.296,3.793,0.318,0.097,0.33,-0.083,173.436,11576.641,174.248,0
34662,2.592,3.908,0.395,0.101,0.335,-0.079,174.089,11593.926,175.156,0
34663,2.592,3.908,0.395,0.101,0.335,-0.079,174.089,11593.926,175.156,0
34664,2.592,3.908,0.395,0.101,0.335,-0.079,174.089,11593.926,175.156,0
34665,3.596,4.942,0.532,0.14,0.338,-0.076,173.717,11580.411,175.185,0
34666,3.596,4.942,0.532,0.14,0.338,-0.076,173.717,11580.411,175.185,0
34667,3.596,4.942,0.532,0.14,0.338,-0.076,173.717,11580.411,175.185,0
34668,4.618,6.292,0.633,0.185,0.335,-0.073,170.847,11597.725,175.46,0
34669,4.618,6.292,0.633,0.185,0.335,-0.073,170.847,11597.725,175.46,0
34670,4.618,6.292,0.633,0.185,0.335,-0.073,170.847,11597.725,175.46,0
34671,5.398,7.448,0.698,0.224,0.342,-0.069,173.681,11581.928,175.427,0
34672,5.398,7.448,0.698,0.224,0.342,-0.069,173.681,11581.928,175.427,0
34673,5.398,7.448,0.698,0.224,0.342,-0.069,173.681,11581.928,175.427,0
34674,6.007,8.333,0.748,0.254,0.348,-0.088,175.37,11577.966,175.395,0
34675,6.007,8.333,0.748,0.254,0.348,-0.088,175.37,11577.966,175.395,0
34676,6.007,8.333,0.748,0.254,0.348,-0.088,175.37,11577.966,175.395,0
34677,6.429,9.003,0.78,0.275,0.35,-0.069,173.57,11572.603,174.818,0
34678,6.429,9.003,0.78,0.275,0.35,-0.069,173.57,11572.603,174.818,0
34679,6.429,9.003,0.78,0.275,0.35,-0.069,173.57,11572.603,174.818,0
34680,6.72,9.467,0.795,0.286,0.35,-0.057,171.742,11521.21,174.901,0
34681,6.72,9.467,0.795,0.286,0.35,-0.057,171.742,11521.21,174.901,0
34682,6.72,9.467,0.795,0.286,0.35,-0.057,171.742,11521.21,174.901,0
34683,6.917,9.777,0.802,0.294,0.35,-0.065,173.947,11474.91,174.224,1
34684,6.917,9.777,0.802,0.294,0.35,-0.065,173.947,11474.91,174.224,1
34685,6.917,9.777,0.802,0.294,0.35,-0.065,173.947,11474.91,174.224,1
34686,7.053,9.978,0.81,0.292,0.35,-0.072,175.188,11479.694,173.754,1
34687,7.053,9.978,0.81,0.292,0.35,-0.072,175.188,11479.694,173.754,1
34688,7.053,9.978,0.81,0.292,0.35,-0.072,175.188,11479.694,173.754,1
34689,7.16,10.108,0.821,0.3,0.35,-0.076,172.231,11449.476,173.478,1
34690,7.16,10.108,0.821,0.3,0.35,-0.076,172.231,11449.476,173.478,1
34691,7.16,10.108,0.821,0.3,0.35,-0.076,172.231,11449.476,173.478,1
34692,7.24,10.19,0.826,0.294,0.35,-0.078,172.18,11435.431,174.13,0
34693,7.24,10.19,0.826,0.294,0.35,-0.078,172.18,11435.431,174.13,0
34694,7.24,10.19,0.826,0.294,0.35,-0.078,172.18,11435.431,174.13,0
34695,7.287,10.241,0.832,0.299,0.355,-0.073,176.227,11408.349,174.233,0
34696,7.287,10.241,0.832,0.299,0.355,-0.073,176.227,11408.349,174.233,0
34697,7.287,10.241,0.832,0.299,0.355,-0.073,176.227,11408.349,174.233,0
34698,7.316,10.271,0.842,0.297,0.36,-0.074,173.502,11384.264,175.062,0
34699,7.316,10.271,0.842,0.297,0.36,-0.074,173.502,11384.264,175.062,0
34700,7.316,10.271,0.842,0.297,0.36,-0.074,173.502,11384.264,175.062,0
34701,7.332,10.292,0.848,0.298,0.36,-0.079,170.286,11382.403,175.786,0
34702,7.332,10.292,0.848,0.298,0.36,-0.079,170.286,11382.403,175.786,0
34703,7.332,10.292,0.848,0.298,0.36,-0.079,170.286,11382.403,175.786,0
34704,7.345,10.308,0.852,0.295,0.37,-0.082,175.515,11397.878,176.171,0
34705,7.345,10.308,0.852,0.295,0.37,-0.082,175.515,11397.878,176.171,0
34706,7.345,10.308,0.852,0.295,0.37,-0.082,175.515,11397.878,176.171,0
34707,7.355,10.315,0.859,0.296,0.37,-0.075,173.504,11431.608,176.572,0
34708,7.355,10.315,0.859,0.296,0.37,-0.075,173.504,11431.608,176.572,1
34709,7.355,10.315,0.859,0.296,0.37,-0.075,173.504,11431.608,176.572,1
34710,7.372,10.314,0.868,0.296,0.37,-0.035,172.383,11533.6,176.959,1
34711,7.372,10.314,0.868,0.296,0.37,-0.035,172.383,11533.6,176.959,1
34712,7.372,10.314,0.868,0.296,0.37,-0.035,172.383,11533.6,176.959,1
34713,7.412,10.305,0.876,0.294,0.37,-0.044,175.5,11521.963,176.558,1
34714,7.412,10.305,0.876,0.294,0.37,-0.044,175.5,11521.963,176.558,1
34715,7.412,10.305,0.876,0.294,0.37,-0.044,175.5,11521.963,176.558,1
34716,7.468,10.282,0.889,0.291,0.37,-0.052,174.9,11461.622,177.199,1
34717,7.468,10.282,0.889,0.291,0.37,-0.052,174.9,11461.622,177.199,0
34718,7.468,10.282,0.889,0.291,0.37,-0.052,174.9,11461.622,177.199,0
34719,7.523,10.25,0.909,0.286,0.37,-0.056,173.994,11426.112,178.487,0
34720,7.523,10.25,0.909,0.286,0.37,-0.056,173.994,11426.112,178.487,0
34721,7.523,10.25,0.909,0.286,0.37,-0.056,173.994,11426.112,178.487,0
34722,7.575,10.219,0.924,0.283,0.37,-0.062,171.27,11398.617,179.294,0
34723,7.575,10.219,0.924,0.283,0.37,-0.062,171.27,11398.617,179.294,0
34724,7.575,10.219,0.924,0.283,0.37,-0.062,171.27,11398.617,179.294,0
34725,7.609,10.193,0.944,0.28,0.37,-0.061,175.652,11375.948,179.115,0
34726,7.609,10.193,0.944,0.28,0.37,-0.061,175.652,11375.948,179.115,0
34727,7.609,10.193,0.944,0.28,0.37,-0.061,175.652,11375.948,179.115,0
34728,7.63,10.172,0.959,0.282,0.37,-0.078,171.776,11355.3,179.592,0
34729,7.63,10.172,0.959,0.282,0.37,-0.078,171.776,11355.3,179.592,0
34730,7.63,10.172,0.959,0.282,0.37,-0.078,171.776,11355.3,179.592,0
34731,7.631,10.158,0.968,0.278,0.37,-0.099,171.3,11298.713,179.968,0
34732,7.631,10.158,0.968,0.278,0.37,-0.099,171.3,11298.713,179.968,0
34733,7.631,10.158,0.968,0.278,0.37,-0.099,171.3,11298.713,179.968,0
34734,7.623,10.156,0.972,0.275,0.375,-0.043,171.824,11272.809,179.302,1
34735,7.623,10.156,0.972,0.275,0.375,-0.043,171.824,11272.809,179.302,1
34736,7.623,10.156,0.972,0.275,0.375,-0.043,171.824,11272.809,179.302,1
34737,7.628,10.154,0.982,0.279,0.37,-0.032,170.717,11230.314,178.437,1
34738,7.628,10.154,0.982,0.279,0.37,-0.032,170.717,11230.314,178.437,1
34739,7.628,10.154,0.982,0.279,0.37,-0.032,170.717,11230.314,178.437,1
34740,7.647,10.132,0.99,0.276,0.37,-0.043,172.094,11111.108,177.117,1
34741,7.647,10.132,0.99,0.276,0.37,-0.043,172.094,11111.108,177.117,1
34742,7.647,10.132,0.99,0.276,0.37,-0.043,172.094,11111.108,177.117,1
34743,7.691,10.102,1.005,0.274,0.37,-0.058,169.564,11078.482,175.379,0
34744,7.691,10.102,1.005,0.274,0.37,-0.058,169.564,11078.482,175.379,0
34745,7.691,10.102,1.005,0.274,0.37,-0.058,169.564,11078.482,175.379,0
34746,7.741,10.068,1.027,0.269,0.37,-0.058,172.256,11131.414,175.667,0
34747,7.741,10.068,1.027,0.269,0.37,-0.058,172.256,11131.414,175.667,0
34748,7.741,10.068,1.027,0.269,0.37,-0.058,172.256,11131.414,175.667,0
34749,7.786,10.025,1.042,0.265,0.37,-0.068,170.859,11165.662,175.615,0
34750,7.786,10.025,1.042,0.265,0.37,-0.068,170.859,11165.662,175.615,0
34751,7.786,10.025,1.042,0.265,0.37,-0.068,170.859,11165.662,175.615,0
34752,7.818,9.984,1.058,0.268,0.37,-0.062,172.182,11209.346,175.249,0
34753,7.818,9.984,1.058,0.268,0.37,-0.062,172.182,11209.346,175.249,0
34754,7.818,9.984,1.058,0.268,0.37,-0.062,172.182,11209.346,175.249,0
34755,7.822,9.949,1.069,0.263,0.37,-0.083,169.731,11241.952,176.781,0
34756,7.822,9.949,1.069,0.263,0.37,-0.083,169.731,11241.952,176.781,0
34757,7.822,9.949,1.069,0.263,0.37,-0.083,169.731,11241.952,176.781,0
34758,7.813,9.932,1.07,0.265,0.37,-0.091,169.133,11261.264,177.48,0
34759,7.813,9.932,1.07,0.265,0.37,-0.091,169.133,11261.264,177.48,0
34760,7.813,9.932,1.07,0.265,0.37,-0.091,169.133,11261.264,177.48,0
34761,7.782,9.92,1.068,0.267,0.37,-0.042,173.065,11334.91,178.14,1
34762,7.782,9.92,1.068,0.267,0.37,-0.042,173.065,11334.91,178.14,1
34763,7.782,9.92,1.068,0.267,0.37,-0.042,173.065,11334.91,178.14,1
34764,7.755,9.916,1.06,0.268,0.37,-0.049,170.766,11429.819,179.116,1
34765,7.755,9.916,1.06,0.268,0.37,-0.049,170.766,11429.819,179.116,1
34766,7.755,9.916,1.06,0.268,0.37,-0.049,170.766,11429.819,179.116,1
34767,7.748,9.916,1.056,0.266,0.362,-0.031,169.397,11376.999,179.147,1
34768,7.748,9.916,1.056,0.266,0.362,-0.031,169.397,11376.999,179.147,1
34769,7.748,9.916,1.056,0.266,0.362,-0.031,169.397,11376.999,179.147,1
34770,7.76,9.905,1.054,0.268,0.362,-0.017,171.622,11456.513,179.7,0
34771,7.76,9.905,1.054,0.268,0.362,-0.017,171.622,11456.513,179.7,0
34772,7.76,9.905,1.054,0.268,0.362,-0.017,171.622,11456.513,179.7,0
34773,7.758,9.892,1.056,0.266,0.37,-0.018,172.674,11625.273,180.011,0
34774,7.758,9.892,1.056,0.266,0.37,-0.018,172.674,11625.273,180.011,0
34775,7.758,9.892,1.056,0.266,0.37,-0.018,172.674,11625.273,180.011,0
34776,7.758,9.888,1.058,0.262,0.375,-0.025,167.846,11755.466,179.143,0
34777,7.758,9.888,1.058,0.262,0.375,-0.025,167.846,11755.466,179.143,0
34778,7.758,9.888,1.058,0.262,0.375,-0.025,167.846,11755.466,179.143,0
34779,7.752,9.892,1.057,0.262,0.375,-0.028,168.587,11885.42,178.394,0
34780,7.752,9.892,1.057,0.262,0.375,-0.028,168.587,11885.42,178.394,0
34781,7.752,9.892,1.057,0.262,0.375,-0.028,168.587,11885.42,178.394,0
34782,7.716,9.906,1.052,0.264,0.39,-0.088,167.35,12018.964,178.611,0
34783,7.716,9.906,1.052,0.264,0.39,-0.088,167.35,12018.964,178.611,0
34784,7.716,9.906,1.052,0.264,0.39,-0.088,167.35,12018.964,178.611,0
34785,7.659,9.938,1.039,0.267,0.385,-0.092,168.612,12113.246,178.757,0
34786,7.659,9.938,1.039,0.267,0.385,-0.092,168.612,12113.246,178.757,0
34787,7.659,9.938,1.039,0.267,0.385,-0.092,168.612,12113.246,178.757,0
34788,7.574,9.974,1.019,0.272,0.39,-0.016,166.159,12215.305,179.499,0
34789,7.574,9.974,1.019,0.272,0.39,-0.016,166.159,12215.305,179.499,0
34790,7.574,9.974,1.019,0.272,0.39,-0.016,166.159,12215.305,179.499,0
34791,7.496,10.022,0.998,0.273,0.382,-0.054,165.295,12298.616,178.462,0
34792,7.496,10.022,0.998,0.273,0.382,-0.054,165.295,12298.616,178.462,0
34793,7.496,10.022,0.998,0.273,0.382,-0.054,165.295,12298.616,178.462,0
34794,7.434,10.062,0.98,0.278,0.38,-0.102,163.699,12277.069,178.616,0
34795,7.434,10.062,0.98,0.278,0.38,-0.102,163.699,12277.069,178.616,0
34796,7.434,10.062,0.98,0.278,0.38,-0.102,163.699,12277.069,178.616,0
34797,7.378,10.097,0.971,0.284,0.38,-0.103,166.287,12478.458,178.868,0
34798,7.378,10.097,0.971,0.284,0.38,-0.103,166.287,12478.458,178.868,1
34799,7.378,10.097,0.971,0.284,0.38,-0.103,166.287,12478.458,178.868,1
34800,7.325,10.141,0.963,0.287,0.37,-0.096,165.431,12610.874,178.681,1
34801,7.325,10.141,0.963,0.287,0.37,-0.096,165.431,12610.874,178.681,1
34802,7.325,10.141,0.963,0.287,0.37,-0.096,165.431,12610.874,178.681,1
34803,7.272,10.192,0.958,0.294,0.37,-0.103,166.679,12571.137,178.047,1
34804,7.272,10.192,0.958,0.294,0.37,-0.103,166.679,12571.137,178.047,1
34805,7.272,10.192,0.958,0.294,0.37,-0.103,166.679,12571.137,178.047,1
34806,7.22,10.24,0.955,0.293,0.37,-0.094,167.927,12595.679,177.449,1
34807,7.22,10.24,0.955,0.293,0.37,-0.094,167.927,12595.679,177.449,0
34808,7.22,10.24,0.955,0.293,0.37,-0.094,167.927,12595.679,177.449,0
34809,7.171,10.288,0.95,0.296,0.37,-0.093,166.145,12589.47,176.15,0
34810,7.171,10.288,0.95,0.296,0.37,-0.093,166.145,12589.47,176.15,0
34811,7.171,10.288,0.95,0.296,0.37,-0.093,166.145,12589.47,176.15,0
34812,7.142,10.328,0.944,0.298,0.37,-0.095,166.903,12546.537,176.773,0
34813,7.142,10.328,0.944,0.298,0.37,-0.095,166.903,12546.537,176.773,0
34814,7.142,10.328,0.944,0.298,0.37,-0.095,166.903,12546.537,176.773,0
34815,7.108,10.362,0.939,0.3,0.37,-0.092,167.904,12555.404,176.236,0
34816,7.108,10.362,0.939,0.3,0.37,-0.092,167.904,12555.404,176.236,0
34817,7.108,10.362,0.939,0.3,0.37,-0.092,167.904,12555.404,176.236,0
34818,7.087,10.388,0.933,0.301,0.37,-0.081,168.387,12561.427,176.066,0
34819,7.087,10.388,0.933,0.301,0.37,-0.081,168.387,12561.427,176.066,0
34820,7.087,10.388,0.933,0.301,0.37,-0.081,168.387,12561.427,176.066,0
34821,7.083,10.412,0.931,0.305,0.37,-0.097,162.059,12588.768,176.526,0
34822,7.083,10.412,0.931,0.305,0.37,-0.097,162.059,12588.768,176.526,0
34823,7.083,10.412,0.931,0.305,0.37,-0.097,162.059,12588.768,176.526,0
34824,7.083,10.427,0.924,0.301,0.37,-0.082,166.103,12696.76,176.338,1
34825,7.083,10.427,0.924,0.301,0.37,-0.082,166.103,12696.76,176.338,1
34826,7.083,10.427,0.924,0.301,0.37,-0.082,166.103,12696.76,176.338,1
34827,7.099,10.435,0.919,0.299,0.37,-0.092,167.985,12630.05,175.931,1
34828,7.099,10.435,0.919,0.299,0.37,-0.092,167.985,12630.05,175.931,1
34829,7.099,10.435,0.919,0.299,0.37,-0.092,167.985,12630.05,175.931,1
34830,7.112,10.446,0.911,0.304,0.362,-0.098,165.686,12607.497,176.032,1
34831,7.112,10.446,0.911,0.304,0.362,-0.098,165.686,12607.497,176.032,1
34832,7.112,10.446,0.911,0.304,0.362,-0.098,165.686,12607.497,176.032,1
34833,7.124,10.456,0.908,0.303,0.368,-0.099,163.748,12651.813,175.885,0
34834,7.124,10.456,0.908,0.303,0.368,-0.099,163.748,12651.813,175.885,0
34835,7.124,10.456,0.908,0.303,0.368,-0.099,163.748,12651.813,175.885,0
34836,7.13,10.473,0.902,0.302,0.37,-0.102,165.884,12596.622,175.715,0
34837,7.13,10.473,0.902,0.302,0.37,-0.102,165.884,12596.622,175.715,0
34838,7.13,10.473,0.902,0.302,0.37,-0.102,165.884,12596.622,175.715,0
34839,7.123,10.496,0.898,0.308,0.368,-0.102,166.2,12624.484,175.404,0
34840,7.123,10.496,0.898,0.308,0.368,-0.102,166.2,12624.484,175.404,0
34841,7.123,10.496,0.898,0.308,0.368,-0.102,166.2,12624.484,175.404,0
34842,7.11,10.518,0.897,0.305,0.37,-0.102,159.69,12617.072,175.784,0
34843,7.11,10.518,0.897,0.305,0.37,-0.102,159.69,12617.072,175.784,0
34844,7.11,10.518,0.897,0.305,0.37,-0.102,159.69,12617.072,175.784,0
34845,7.099,10.543,0.89,0.308,0.37,-0.088,162.754,12624.026,175.753,0
34846,7.099,10.543,0.89,0.308,0.37,-0.088,162.754,12624.026,175.753,0
34847,7.099,10.543,0.89,0.308,0.37,-0.088,162.754,12624.026,175.753,0
34848,7.081,10.562,0.884,0.308,0.37,-0.098,164.219,12656.929,176.153,0
34849,7.081,10.562,0.884,0.308,0.37,-0.098,164.219,12656.929,176.153,0
34850,7.081,10.562,0.884,0.308,0.37,-0.098,164.219,12656.929,176.153,0
34851,7.076,10.572,0.882,0.309,0.37,-0.075,164.075,12614.56,175.961,1
34852,7.076,10.572,0.882,0.309,0.37,-0.075,164.075,12614.56,175.961,1
34853,7.076,10.572,0.882,0.309,0.37,-0.075,164.075,12614.56,175.961,1
34854,7.084,10.578,0.88,0.308,0.37,-0.082,164.269,12509.98,175.44,1
34855,7.084,10.578,0.88,0.308,0.37,-0.082,164.269,12509.98,175.44,1
34856,7.084,10.578,0.88,0.308,0.37,-0.082,164.269,12509.98,175.44,1
34857,7.092,10.574,0.881,0.302,0.368,-0.09,163.588,12538.52,175.432,1
34858,7.092,10.574,0.881,0.302,0.368,-0.09,163.588,12538.52,175.432,1
34859,7.092,10.574,0.881,0.302,0.368,-0.09,163.588,12538.52,175.432,1
34860,7.113,10.572,0.888,0.305,0.368,-0.096,164.572,12549.839,174.984,0
34861,7.113,10.572,0.888,0.305,0.368,-0.096,164.572,12549.839,174.984,0
34862,7.113,10.572,0.888,0.305,0.368,-0.096,164.572,12549.839,174.984,0
34863,7.112,10.57,0.886,0.303,0.365,-0.096,164.62,12563.833,174.422,0
34864,7.112,10.57,0.886,0.303,0.365,-0.096,164.62,12563.833,174.422,0
34865,7.112,10.57,0.886,0.303,0.365,-0.096,164.62,12563.833,174.422,0
34866,7.099,10.571,0.887,0.3,0.37,-0.1,165.001,12593.514,174.174,0
34867,7.099,10.571,0.887,0.3,0.37,-0.1,165.001,12593.514,174.174,0
34868,7.099,10.571,0.887,0.3,0.37,-0.1,165.001,12593.514,174.174,0
34869,7.084,10.575,0.882,0.302,0.37,-0.098,165.135,12578.298,173.78,0
34870,7.084,10.575,0.882,0.302,0.37,-0.098,165.135,12578.298,173.78,0
34871,7.084,10.575,0.882,0.302,0.37,-0.098,165.135,12578.298,173.78,0
34872,7.06,10.579,0.88,0.308,0.368,-0.082,166.49,12585.371,173.783,0
34873,7.06,10.579,0.88,0.308,0.368,-0.082,166.49,12585.371,173.783,0
34874,7.06,10.579,0.88,0.308,0.368,-0.082,166.49,12585.371,173.783,0
34875,7.045,10.582,0.88,0.306,0.37,-0.083,164.893,12574.952,173.833,0
34876,7.045,10.582,0.88,0.306,0.37,-0.083,164.893,12574.952,173.833,0
34877,7.045,10.582,0.88,0.306,0.37,-0.083,164.893,12574.952,173.833,1
34878,7.038,10.576,0.88,0.307,0.37,-0.088,165.582,12499.955,173.139,1
34879,7.038,10.576,0.88,0.307,0.37,-0.088,165.582,12499.955,173.139,1
34880,7.038,10.576,0.88,0.307,0.37,-0.088,165.582,12499.955,173.139,1
34881,7.052,10.578,0.88,0.309,0.37,-0.097,165.794,12471.146,173.472,1
34882,7.052,10.578,0.88,0.309,0.37,-0.097,165.794,12471.146,173.472,1
34883,7.052,10.578,0.88,0.309,0.37,-0.097,165.794,12471.146,173.472,1
34884,7.055,10.577,0.88,0.304,0.37,-0.102,166.006,12507.527,173.53,1
34885,7.055,10.577,0.88,0.304,0.37,-0.102,166.006,12507.527,173.53,1
34886,7.055,10.577,0.88,0.304,0.37,-0.102,166.006,12507.527,173.53,0
34887,7.048,10.582,0.878,0.305,0.37,-0.114,162.532,12543.971,173.886,0
34888,7.048,10.582,0.878,0.305,0.37,-0.114,162.532,12543.971,173.886,0
34889,7.048,10.582,0.878,0.305,0.37,-0.114,162.532,12543.971,173.886,0
34890,7.04,10.591,0.877,0.306,0.37,-0.109,166.032,12535.772,173.781,0
34891,7.04,10.591,0.877,0.306,0.37,-0.109,166.032,12535.772,173.781,0
34892,7.04,10.591,0.877,0.306,0.37,-0.109,166.032,12535.772,173.781,0
34893,7.02,10.603,0.875,0.309,0.37,-0.115,167.114,12504.608,174.307,0
34894,7.02,10.603,0.875,0.309,0.37,-0.115,167.114,12504.608,174.307,0
34895,7.02,10.603,0.875,0.309,0.37,-0.115,167.114,12504.608,174.307,0
34896,7.001,10.612,0.87,0.311,0.37,-0.097,163.082,12434.457,174.71,0
34897,7.001,10.612,0.87,0.311,0.37,-0.097,163.082,12434.457,174.71,0
34898,7.001,10.612,0.87,0.311,0.37,-0.097,163.082,12434.457,174.71,0
34899,6.993,10.612,0.871,0.313,0.37,-0.118,164.566,12341.983,175.28,0
34900,6.993,10.612,0.871,0.313,0.37,-0.118,164.566,12341.983,175.28,0
34901,6.993,10.612,0.871,0.313,0.37,-0.118,164.566,12341.983,175.28,0
34902,6.993,10.618,0.872,0.312,0.37,-0.097,168.371,12338.342,175.205,0
34903,6.993,10.618,0.872,0.312,0.37,-0.097,168.371,12338.342,175.205,0
34904,6.993,10.618,0.872,0.312,0.37,-0.097,168.371,12338.342,175.205,0
34905,6.946,10.602,0.873,0.266,0.37,-0.112,170.389,12300.273,174.717,1
34906,6.946,10.602,0.873,0.266,0.37,-0.112,170.389,12300.273,174.717,1
34907,6.946,10.602,0.873,0.266,0.37,-0.112,170.389,12300.273,174.717,1
34908,6.95,10.594,0.875,0.264,0.37,-0.104,165.559,12230.912,174.727,1
34909,6.95,10.594,0.875,0.264,0.37,-0.104,165.559,12230.912,174.727,1
34910,6.95,10.594,0.875,0.264,0.37,-0.104,165.559,12230.912,174.727,1
34911,7.007,10.45,0.879,0.294,0.37,-0.107,167.145,12281.048,175.169,1
34912,7.007,10.45,0.879,0.294,0.37,-0.107,167.145,12281.048,175.169,1
34913,7.007,10.45,0.879,0.294,0.37,-0.107,167.145,12281.048,175.169,1
34914,6.984,10.583,0.888,0.311,0.37,-0.122,168.292,12246.722,175.19,0
34915,6.984,10.583,0.888,0.311,0.37,-0.122,168.292,12246.722,175.19,0
34916,6.984,10.583,0.888,0.311,0.37,-0.122,168.292,12246.722,175.19,0
34917,6.432,9.998,0.774,0.292,0.37,-0.128,170.086,12207.951,174.774,0
34918,6.432,9.998,0.774,0.292,0.37,-0.128,170.086,12207.951,174.774,0
34919,6.432,9.998,0.774,0.292,0.37,-0.128,170.086,12207.951,174.774,0
34920,5.529,8.791,0.644,0.252,0.37,-0.115,167.745,12129.303,174.952,0
34921,5.529,8.791,0.644,0.252,0.37,-0.115,167.745,12129.303,174.952,0
34922,5.529,8.791,0.644,0.252,0.37,-0.115,167.745,12129.303,174.952,0
34923,4.712,7.585,0.552,0.217,0.37,-0.125,168.161,12024.441,174.944,0
34924,4.712,7.585,0.552,0.217,0.37,-0.125,168.161,12024.441,174.944,0
34925,4.712,7.585,0.552,0.217,0.37,-0.125,168.161,12024.441,174.944,0
34926,3.919,6.406,0.468,0.178,0.378,-0.094,168.827,12030.919,175.175,0
34927,3.919,6.406,0.468,0.178,0.378,-0.094,168.827,12030.919,175.175,0
34928,3.919,6.406,0.468,0.178,0.378,-0.094,168.827,12030.919,175.175,0
34929,3.207,5.353,0.398,0.147,0.38,-0.099,166.874,12031.352,175.207,0
34930,3.207,5.353,0.398,0.147,0.38,-0.099,166.874,12031.352,175.207,0
34931,3.207,5.353,0.398,0.147,0.38,-0.099,166.874,12031.352,175.207,0
34932,2.691,4.577,0.362,0.122,0.382,-0.108,171.568,11933.869,175.701,0
34933,2.691,4.577,0.362,0.122,0.382,-0.108,171.568,11933.869,175.701,0
34934,2.691,4.577,0.362,0.122,0.382,-0.108,171.568,11933.869,175.701,0
34935,2.487,4.167,0.374,0.107,0.38,-0.112,167.856,11896.443,175.213,0
34936,2.487,4.167,0.374,0.107,0.38,-0.112,167.856,11896.443,175.213,0
34937,2.487,4.167,0.374,0.107,0.38,-0.112,167.856,11896.443,175.213,0
34938,2.895,4.446,0.465,0.119,0.38,-0.118,173.16,11924.076,175.291,0
34939,2.895,4.446,0.465,0.119,0.38,-0.118,173.16,11924.076,175.291,0
34940,2.895,4.446,0.465,0.119,0.38,-0.118,173.16,11924.076,175.291,0
34941,3.842,5.566,0.594,0.165,0.38,-0.122,168.121,11812.699,174.813,0
34942,3.842,5.566,0.594,0.165,0.38,-0.122,168.121,11812.699,174.813,0
34943,3.842,5.566,0.594,0.165,0.38,-0.122,168.121,11812.699,174.813,0
34944,4.696,6.811,0.68,0.212,0.375,-0.121,172.056,11735.452,175.032,0
34945,4.696,6.811,0.68,0.212,0.375,-0.121,172.056,11735.452,175.032,0
34946,4.696,6.811,0.68,0.212,0.375,-0.121,172.056,11735.452,175.032,0
34947,5.354,7.867,0.733,0.243,0.37,-0.126,171.124,11588.598,174.956,0
34948,5.354,7.867,0.733,0.243,0.37,-0.126,171.124,11588.598,174.956,1
34949,5.354,7.867,0.733,0.243,0.37,-0.126,171.124,11588.598,174.956,1
34950,5.879,8.728,0.788,0.273,0.37,-0.128,174.12,11515.691,174.327,1
34951,5.879,8.728,0.788,0.273,0.37,-0.128,174.12,11515.691,174.327,1
34952,5.879,8.728,0.788,0.273,0.37,-0.128,174.12,11515.691,174.327,1
34953,6.255,9.391,0.818,0.3,0.37,-0.123,168.819,11458.731,173.722,1
34954,6.255,9.391,0.818,0.3,0.37,-0.123,168.819,11458.731,173.722,1
34955,6.255,9.391,0.818,0.3,0.37,-0.123,168.819,11458.731,173.722,1
34956,6.488,9.848,0.842,0.307,0.37,-0.124,170.597,11363.518,173.674,1
34957,6.488,9.848,0.842,0.307,0.37,-0.124,170.597,11363.518,173.674,0
34958,6.488,9.848,0.842,0.307,0.37,-0.124,170.597,11363.518,173.674,0
34959,6.632,10.139,0.854,0.31,0.378,-0.116,172.255,11303.907,174.347,0
34960,6.632,10.139,0.854,0.31,0.378,-0.116,172.255,11303.907,174.347,0
34961,6.632,10.139,0.854,0.31,0.378,-0.116,172.255,11303.907,174.347,0
34962,6.715,10.321,0.861,0.327,0.378,-0.112,168.812,11265.766,175.078,0
34963,6.715,10.321,0.861,0.327,0.378,-0.112,168.812,11265.766,175.078,0
34964,6.715,10.321,0.861,0.327,0.378,-0.112,168.812,11265.766,175.078,0
34965,6.766,10.433,0.865,0.325,0.38,-0.116,169.493,11242.491,175.762,0
34966,6.766,10.433,0.865,0.325,0.38,-0.116,169.493,11242.491,175.762,0
34967,6.766,10.433,0.865,0.325,0.38,-0.116,169.493,11242.491,175.762,0
34968,6.795,10.508,0.868,0.328,0.382,-0.095,171.374,11201.65,175.903,0
34969,6.795,10.508,0.868,0.328,0.382,-0.095,171.374,11201.65,175.903,0
34970,6.795,10.508,0.868,0.328,0.382,-0.095,171.374,11201.65,175.903,0
34971,6.824,10.55,0.87,0.332,0.382,-0.118,173.344,11185.928,176.607,0
34972,6.824,10.55,0.87,0.332,0.382,-0.118,173.344,11185.928,176.607,0
34973,6.824,10.55,0.87,0.332,0.382,-0.118,173.344,11185.928,176.607,0
34974,6.853,10.561,0.87,0.332,0.385,-0.099,166.714,11206.067,176.698,0
34975,6.853,10.561,0.87,0.332,0.385,-0.099,166.714,11206.067,176.698,0
34976,6.853,10.561,0.87,0.332,0.385,-0.099,166.714,11206.067,176.698,0
34977,6.895,10.564,0.878,0.329,0.39,-0.117,171.736,11247.537,177.07,0
34978,6.895,10.564,0.878,0.329,0.39,-0.117,171.736,11247.537,177.07,0
34979,6.895,10.564,0.878,0.329,0.39,-0.117,171.736,11247.537,177.07,1
34980,6.942,10.567,0.882,0.323,0.388,-0.119,170.173,11216.206,175.709,1
